Temperature (K)	Pressure (bar)	Density (l, mol/l)	Volume (l, l/mol)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/bar)	Viscosity (l, uPa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, mol/l)	Volume (v, l/mol)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/bar)	Viscosity (v, uPa*s)	Therm. Cond. (v, W/m*K)
279.99	41.599	20.078	0.049805	9.3552	9.5623	46.640	42.269	123.83	471.62	0.064927	87.745	0.10204	0.0032987	2.7655	0.36159	17.242	18.746	79.440	40.625	100.18	207.72	1.3186	15.600	0.022464
280.08	41.688	20.065	0.049838	9.3644	9.5722	46.674	42.278	124.02	470.80	0.065255	87.604	0.10193	0.0032839	2.7733	0.36059	17.239	18.743	79.416	40.656	100.47	207.66	1.3173	15.612	0.022506
280.16	41.778	20.052	0.049871	9.3736	9.5820	46.707	42.288	124.21	469.98	0.065584	87.463	0.10183	0.0032690	2.7810	0.35958	17.237	18.739	79.393	40.687	100.76	207.60	1.3160	15.623	0.022548
280.25	41.868	20.038	0.049904	9.3829	9.5918	46.741	42.298	124.41	469.16	0.065914	87.323	0.10172	0.0032542	2.7888	0.35858	17.235	18.736	79.369	40.718	101.05	207.54	1.3147	15.635	0.022591
280.33	41.957	20.025	0.049937	9.3921	9.6016	46.774	42.308	124.60	468.35	0.066245	87.183	0.10162	0.0032394	2.7965	0.35759	17.232	18.733	79.346	40.749	101.35	207.49	1.3133	15.647	0.022634
280.42	42.047	20.012	0.049971	9.4013	9.6114	46.807	42.317	124.79	467.53	0.066578	87.043	0.10151	0.0032247	2.8043	0.35659	17.230	18.729	79.323	40.781	101.65	207.43	1.3120	15.658	0.022677
280.50	42.137	19.998	0.050004	9.4105	9.6212	46.841	42.327	124.99	466.72	0.066911	86.903	0.10141	0.0032100	2.8121	0.35560	17.227	18.726	79.299	40.812	101.95	207.37	1.3107	15.670	0.022720
280.58	42.226	19.985	0.050037	9.4197	9.6310	46.874	42.337	125.19	465.90	0.067246	86.764	0.10130	0.0031954	2.8199	0.35462	17.225	18.722	79.276	40.843	102.25	207.31	1.3094	15.682	0.022763
280.67	42.316	19.972	0.050071	9.4289	9.6408	46.907	42.347	125.38	465.09	0.067583	86.625	0.10120	0.0031807	2.8278	0.35364	17.223	18.719	79.252	40.874	102.55	207.25	1.3081	15.693	0.022807
280.75	42.405	19.958	0.050104	9.4381	9.6506	46.941	42.357	125.58	464.28	0.067920	86.486	0.10110	0.0031662	2.8356	0.35266	17.220	18.716	79.229	40.906	102.85	207.19	1.3068	15.705	0.022850
280.84	42.495	19.945	0.050138	9.4473	9.6604	46.974	42.367	125.78	463.47	0.068259	86.348	0.10099	0.0031516	2.8434	0.35169	17.218	18.712	79.206	40.937	103.16	207.13	1.3055	15.717	0.022894
280.92	42.585	19.932	0.050171	9.4565	9.6701	47.007	42.376	125.99	462.66	0.068599	86.210	0.10089	0.0031371	2.8513	0.35072	17.215	18.709	79.182	40.968	103.47	207.07	1.3042	15.728	0.022938
281.00	42.674	19.918	0.050205	9.4657	9.6799	47.040	42.386	126.19	461.85	0.068940	86.072	0.10078	0.0031227	2.8592	0.34975	17.213	18.705	79.159	41.000	103.78	207.01	1.3029	15.740	0.022982
281.09	42.764	19.905	0.050238	9.4748	9.6897	47.073	42.396	126.39	461.04	0.069283	85.935	0.10068	0.0031082	2.8671	0.34878	17.210	18.702	79.135	41.031	104.09	206.95	1.3016	15.752	0.023027
281.17	42.854	19.892	0.050272	9.4840	9.6994	47.107	42.406	126.60	460.23	0.069626	85.797	0.10058	0.0030938	2.8750	0.34783	17.208	18.698	79.112	41.063	104.40	206.89	1.3002	15.764	0.023071
281.25	42.943	19.878	0.050306	9.4932	9.7092	47.140	42.416	126.80	459.42	0.069971	85.660	0.10047	0.0030795	2.8829	0.34687	17.205	18.695	79.089	41.094	104.71	206.82	1.2989	15.776	0.023116
281.34	43.033	19.865	0.050340	9.5023	9.7189	47.173	42.426	127.01	458.62	0.070318	85.524	0.10037	0.0030652	2.8909	0.34592	17.203	18.692	79.065	41.126	105.03	206.76	1.2976	15.788	0.023161
281.42	43.122	19.852	0.050374	9.5115	9.7287	47.206	42.436	127.22	457.81	0.070665	85.387	0.10027	0.0030509	2.8988	0.34497	17.200	18.688	79.042	41.158	105.35	206.70	1.2963	15.800	0.023206
281.50	43.212	19.838	0.050408	9.5206	9.7384	47.239	42.446	127.43	457.01	0.071014	85.251	0.10017	0.0030366	2.9068	0.34402	17.198	18.685	79.018	41.190	105.67	206.64	1.2950	15.812	0.023251
281.59	43.302	19.825	0.050442	9.5297	9.7482	47.272	42.456	127.64	456.21	0.071365	85.115	0.10006	0.0030224	2.9148	0.34308	17.195	18.681	78.995	41.221	105.99	206.58	1.2937	15.823	0.023297
281.67	43.391	19.811	0.050476	9.5389	9.7579	47.305	42.466	127.85	455.41	0.071716	84.980	0.099960	0.0030083	2.9228	0.34214	17.193	18.677	78.971	41.253	106.32	206.52	1.2924	15.835	0.023342
281.75	43.481	19.798	0.050510	9.5480	9.7676	47.338	42.476	128.06	454.60	0.072069	84.844	0.099858	0.0029941	2.9308	0.34120	17.190	18.674	78.948	41.285	106.64	206.46	1.2911	15.848	0.023388
281.83	43.570	19.785	0.050544	9.5571	9.7774	47.370	42.486	128.28	453.80	0.072424	84.709	0.099756	0.0029800	2.9388	0.34027	17.188	18.670	78.925	41.317	106.97	206.40	1.2898	15.860	0.023434
281.92	43.660	19.771	0.050579	9.5662	9.7871	47.403	42.496	128.49	453.01	0.072780	84.574	0.099654	0.0029660	2.9469	0.33934	17.185	18.667	78.901	41.349	107.30	206.34	1.2885	15.872	0.023480
282.00	43.750	19.758	0.050613	9.5754	9.7968	47.436	42.506	128.71	452.21	0.073137	84.440	0.099552	0.0029519	2.9549	0.33842	17.183	18.663	78.878	41.381	107.63	206.28	1.2872	15.884	0.023527
282.08	43.839	19.744	0.050647	9.5845	9.8065	47.469	42.516	128.93	451.41	0.073495	84.306	0.099450	0.0029380	2.9630	0.33749	17.180	18.660	78.854	41.413	107.97	206.22	1.2859	15.896	0.023573
282.16	43.929	19.731	0.050682	9.5936	9.8162	47.502	42.526	129.14	450.61	0.073855	84.171	0.099348	0.0029240	2.9711	0.33657	17.177	18.656	78.831	41.445	108.30	206.16	1.2846	15.908	0.023620
282.24	44.019	19.718	0.050716	9.6027	9.8259	47.535	42.537	129.36	449.82	0.074216	84.038	0.099247	0.0029101	2.9792	0.33566	17.175	18.652	78.807	41.478	108.64	206.10	1.2833	15.920	0.023667
282.33	44.108	19.704	0.050751	9.6118	9.8356	47.567	42.547	129.59	449.02	0.074579	83.904	0.099145	0.0028962	2.9873	0.33475	17.172	18.649	78.784	41.510	108.98	206.03	1.2821	15.932	0.023714
282.41	44.198	19.691	0.050786	9.6209	9.8453	47.600	42.557	129.81	448.23	0.074943	83.771	0.099044	0.0028824	2.9955	0.33384	17.170	18.645	78.760	41.542	109.32	205.97	1.2808	15.945	0.023761
282.49	44.287	19.677	0.050820	9.6299	9.8550	47.633	42.567	130.03	447.44	0.075308	83.638	0.098943	0.0028685	3.0036	0.33293	17.167	18.641	78.737	41.574	109.67	205.91	1.2795	15.957	0.023809
282.57	44.377	19.664	0.050855	9.6390	9.8647	47.666	42.577	130.26	446.64	0.075675	83.505	0.098842	0.0028548	3.0118	0.33203	17.164	18.638	78.713	41.607	110.01	205.85	1.2782	15.969	0.023857
282.65	44.467	19.650	0.050890	9.6481	9.8744	47.698	42.587	130.49	445.85	0.076043	83.373	0.098741	0.0028410	3.0200	0.33113	17.162	18.634	78.690	41.639	110.36	205.79	1.2769	15.982	0.023904
282.73	44.556	19.637	0.050925	9.6572	9.8841	47.731	42.598	130.72	445.06	0.076413	83.240	0.098640	0.0028273	3.0282	0.33023	17.159	18.630	78.666	41.672	110.71	205.73	1.2756	15.994	0.023953
282.81	44.646	19.623	0.050960	9.6662	9.8938	47.763	42.608	130.94	444.27	0.076784	83.108	0.098539	0.0028137	3.0364	0.32934	17.156	18.627	78.642	41.704	111.06	205.67	1.2743	16.006	0.024001
282.89	44.736	19.610	0.050995	9.6753	9.9034	47.796	42.618	131.18	443.48	0.077156	82.976	0.098439	0.0028000	3.0446	0.32845	17.154	18.623	78.619	41.737	111.42	205.60	1.2730	16.019	0.024049
282.97	44.825	19.596	0.051030	9.6844	9.9131	47.829	42.628	131.41	442.70	0.077530	82.845	0.098339	0.0027864	3.0529	0.32756	17.151	18.619	78.595	41.770	111.78	205.54	1.2717	16.031	0.024098
283.05	44.915	19.583	0.051065	9.6934	9.9228	47.861	42.639	131.64	441.91	0.077906	82.713	0.098238	0.0027729	3.0612	0.32667	17.148	18.616	78.572	41.803	112.14	205.48	1.2704	16.044	0.024147
283.13	45.004	19.569	0.051101	9.7025	9.9324	47.894	42.649	131.88	441.12	0.078283	82.582	0.098138	0.0027593	3.0694	0.32579	17.146	18.612	78.548	41.835	112.50	205.42	1.2691	16.056	0.024196
283.21	45.094	19.556	0.051136	9.7115	9.9421	47.926	42.659	132.12	440.34	0.078661	82.451	0.098038	0.0027458	3.0777	0.32491	17.143	18.608	78.525	41.868	112.86	205.36	1.2678	16.069	0.024246
283.29	45.184	19.542	0.051172	9.7206	9.9518	47.959	42.670	132.35	439.55	0.079041	82.321	0.097939	0.0027324	3.0861	0.32404	17.140	18.604	78.501	41.901	113.23	205.30	1.2666	16.081	0.024295
283.37	45.273	19.529	0.051207	9.7296	9.9614	47.991	42.680	132.59	438.77	0.079423	82.190	0.097839	0.0027190	3.0944	0.32317	17.137	18.600	78.477	41.934	113.60	205.23	1.2653	16.094	0.024345
283.45	45.363	19.515	0.051243	9.7386	9.9711	48.024	42.691	132.83	437.98	0.079806	82.060	0.097739	0.0027056	3.1027	0.32230	17.135	18.597	78.454	41.967	113.97	205.17	1.2640	16.106	0.024395
283.53	45.453	19.501	0.051278	9.7477	9.9807	48.056	42.701	133.08	437.20	0.080190	81.930	0.097640	0.0026922	3.1111	0.32143	17.132	18.593	78.430	42.000	114.34	205.11	1.2627	16.119	0.024445
283.61	45.542	19.488	0.051314	9.7567	9.9904	48.088	42.712	133.32	436.42	0.080577	81.801	0.097541	0.0026789	3.1195	0.32056	17.129	18.589	78.406	42.034	114.72	205.05	1.2614	16.132	0.024496
283.69	45.632	19.474	0.051350	9.7657	10.000	48.121	42.722	133.57	435.64	0.080964	81.671	0.097441	0.0026656	3.1279	0.31970	17.126	18.585	78.383	42.067	115.09	204.98	1.2601	16.144	0.024547
283.77	45.721	19.461	0.051386	9.7747	10.010	48.153	42.732	133.81	434.86	0.081353	81.542	0.097342	0.0026524	3.1363	0.31885	17.123	18.581	78.359	42.100	115.48	204.92	1.2588	16.157	0.024597
283.85	45.811	19.447	0.051422	9.7837	10.019	48.186	42.743	134.06	434.08	0.081744	81.413	0.097243	0.0026391	3.1447	0.31799	17.121	18.577	78.335	42.133	115.86	204.86	1.2575	16.170	0.024649
283.93	45.901	19.433	0.051458	9.7928	10.029	48.218	42.754	134.31	433.30	0.082136	81.284	0.097145	0.0026259	3.1532	0.31714	17.118	18.574	78.312	42.167	116.24	204.80	1.2563	16.183	0.024700
284.01	45.990	19.420	0.051494	9.8018	10.039	48.250	42.764	134.57	432.52	0.082530	81.155	0.097046	0.0026128	3.1617	0.31629	17.115	18.570	78.288	42.200	116.63	204.73	1.2550	16.196	0.024752
284.09	46.080	19.406	0.051530	9.8108	10.048	48.283	42.775	134.82	431.75	0.082926	81.027	0.096947	0.0025997	3.1702	0.31544	17.112	18.566	78.264	42.234	117.02	204.67	1.2537	16.208	0.024803
284.17	46.170	19.393	0.051566	9.8198	10.058	48.315	42.785	135.07	430.97	0.083323	80.899	0.096849	0.0025866	3.1787	0.31460	17.109	18.562	78.240	42.268	117.42	204.61	1.2524	16.221	0.024855
284.25	46.259	19.379	0.051603	9.8288	10.067	48.347	42.796	135.33	430.19	0.083722	80.771	0.096751	0.0025735	3.1872	0.31376	17.106	18.558	78.217	42.301	117.81	204.55	1.2511	16.234	0.024908
284.33	46.349	19.365	0.051639	9.8378	10.077	48.379	42.807	135.59	429.42	0.084122	80.643	0.096652	0.0025605	3.1957	0.31292	17.104	18.554	78.193	42.335	118.21	204.48	1.2498	16.247	0.024960
284.40	46.438	19.352	0.051675	9.8468	10.087	48.412	42.817	135.85	428.65	0.084524	80.515	0.096554	0.0025475	3.2043	0.31208	17.101	18.550	78.169	42.369	118.61	204.42	1.2485	16.260	0.025013
284.48	46.528	19.338	0.051712	9.8558	10.096	48.444	42.828	136.11	427.87	0.084928	80.388	0.096457	0.0025346	3.2128	0.31125	17.098	18.546	78.145	42.403	119.02	204.36	1.2473	16.273	0.025066
284.56	46.618	19.324	0.051749	9.8648	10.106	48.476	42.839	136.38	427.10	0.085333	80.261	0.096359	0.0025217	3.2214	0.31042	17.095	18.542	78.122	42.437	119.42	204.29	1.2460	16.286	0.025119
284.64	46.707	19.310	0.051785	9.8737	10.116	48.508	42.850	136.64	426.33	0.085740	80.134	0.096261	0.0025088	3.2301	0.30959	17.092	18.538	78.098	42.471	119.83	204.23	1.2447	16.300	0.025173
284.72	46.797	19.297	0.051822	9.8827	10.125	48.540	42.860	136.91	425.56	0.086149	80.007	0.096164	0.0024960	3.2387	0.30877	17.089	18.534	78.074	42.505	120.24	204.17	1.2434	16.313	0.025226
284.79	46.886	19.283	0.051859	9.8917	10.135	48.572	42.871	137.18	424.79	0.086559	79.881	0.096066	0.0024831	3.2473	0.30795	17.086	18.530	78.050	42.539	120.66	204.10	1.2421	16.326	0.025280
284.87	46.976	19.269	0.051896	9.9007	10.144	48.604	42.882	137.45	424.02	0.086971	79.754	0.095969	0.0024704	3.2560	0.30713	17.083	18.526	78.026	42.573	121.08	204.04	1.2408	16.339	0.025334
284.95	47.066	19.256	0.051933	9.9097	10.154	48.637	42.893	137.72	423.25	0.087385	79.628	0.095872	0.0024576	3.2647	0.30631	17.080	18.522	78.002	42.607	121.50	203.98	1.2395	16.352	0.025389
285.03	47.155	19.242	0.051970	9.9186	10.164	48.669	42.904	137.99	422.48	0.087800	79.502	0.095775	0.0024449	3.2734	0.30549	17.077	18.518	77.978	42.642	121.92	203.91	1.2383	16.366	0.025444
285.11	47.245	19.228	0.052007	9.9276	10.173	48.701	42.915	138.27	421.71	0.088217	79.377	0.095678	0.0024322	3.2821	0.30468	17.074	18.514	77.954	42.676	122.35	203.85	1.2370	16.379	0.025499
285.18	47.335	19.214	0.052045	9.9366	10.183	48.733	42.926	138.55	420.94	0.088636	79.251	0.095581	0.0024195	3.2908	0.30387	17.071	18.510	77.930	42.711	122.77	203.79	1.2357	16.392	0.025554
285.26	47.424	19.200	0.052082	9.9455	10.193	48.765	42.937	138.83	420.18	0.089057	79.126	0.095484	0.0024069	3.2996	0.30307	17.068	18.505	77.906	42.745	123.21	203.72	1.2344	16.406	0.025609
285.34	47.514	19.187	0.052120	9.9545	10.202	48.797	42.948	139.11	419.41	0.089480	79.000	0.095388	0.0023943	3.3084	0.30226	17.065	18.501	77.883	42.780	123.64	203.66	1.2331	16.419	0.025665
285.41	47.603	19.173	0.052157	9.9634	10.212	48.829	42.959	139.39	418.64	0.089904	78.875	0.095291	0.0023818	3.3172	0.30146	17.062	18.497	77.859	42.815	124.08	203.60	1.2318	16.433	0.025721
285.49	47.693	19.159	0.052195	9.9724	10.221	48.861	42.970	139.68	417.88	0.090330	78.751	0.095195	0.0023693	3.3260	0.30066	17.059	18.493	77.835	42.850	124.52	203.53	1.2305	16.446	0.025777
285.57	47.783	19.145	0.052233	9.9814	10.231	48.893	42.981	139.97	417.12	0.090758	78.626	0.095099	0.0023568	3.3348	0.29986	17.056	18.489	77.810	42.885	124.97	203.47	1.2293	16.460	0.025834
285.64	47.872	19.131	0.052270	9.9903	10.241	48.925	42.992	140.25	416.35	0.091187	78.502	0.095003	0.0023443	3.3437	0.29907	17.053	18.485	77.786	42.920	125.41	203.40	1.2280	16.473	0.025891
285.72	47.962	19.117	0.052308	9.9993	10.250	48.957	43.003	140.55	415.59	0.091619	78.377	0.094907	0.0023319	3.3526	0.29828	17.050	18.480	77.762	42.955	125.86	203.34	1.2267	16.487	0.025948
285.80	48.052	19.104	0.052346	10.008	10.260	48.989	43.014	140.84	414.83	0.092052	78.253	0.094811	0.0023195	3.3615	0.29749	17.047	18.476	77.738	42.990	126.32	203.27	1.2254	16.501	0.026005
285.87	48.141	19.090	0.052384	10.017	10.269	49.021	43.026	141.13	414.07	0.092487	78.129	0.094716	0.0023071	3.3704	0.29670	17.044	18.472	77.714	43.025	126.78	203.21	1.2241	16.514	0.026063
285.95	48.231	19.076	0.052423	10.026	10.279	49.053	43.037	141.43	413.30	0.092925	78.006	0.094620	0.0022948	3.3793	0.29592	17.041	18.468	77.690	43.060	127.24	203.15	1.2228	16.528	0.026120
286.03	48.320	19.062	0.052461	10.035	10.289	49.085	43.048	141.73	412.54	0.093363	77.882	0.094525	0.0022825	3.3883	0.29514	17.037	18.464	77.666	43.096	127.70	203.08	1.2215	16.542	0.026179
286.10	48.410	19.048	0.052499	10.044	10.298	49.117	43.060	142.03	411.78	0.093804	77.759	0.094429	0.0022702	3.3972	0.29436	17.034	18.459	77.642	43.131	128.17	203.02	1.2203	16.556	0.026237
286.18	48.500	19.034	0.052538	10.053	10.308	49.148	43.071	142.34	411.02	0.094247	77.636	0.094334	0.0022580	3.4062	0.29358	17.031	18.455	77.618	43.167	128.64	202.95	1.2190	16.569	0.026296
286.25	48.589	19.020	0.052576	10.062	10.317	49.180	43.082	142.64	410.27	0.094692	77.513	0.094239	0.0022458	3.4153	0.29280	17.028	18.451	77.593	43.202	129.11	202.89	1.2177	16.583	0.026355
286.33	48.679	19.006	0.052615	10.071	10.327	49.212	43.094	142.95	409.51	0.095138	77.390	0.094144	0.0022336	3.4243	0.29203	17.025	18.446	77.569	43.238	129.59	202.82	1.2164	16.597	0.026414
286.41	48.769	18.992	0.052654	10.080	10.337	49.244	43.105	143.26	408.75	0.095587	77.267	0.094049	0.0022215	3.4334	0.29126	17.022	18.442	77.545	43.274	130.07	202.76	1.2151	16.611	0.026474
286.48	48.858	18.978	0.052692	10.089	10.346	49.276	43.117	143.57	407.99	0.096037	77.145	0.093955	0.0022094	3.4424	0.29049	17.018	18.438	77.521	43.310	130.55	202.69	1.2138	16.625	0.026534
286.56	48.948	18.964	0.052731	10.098	10.356	49.308	43.129	143.89	407.24	0.096490	77.022	0.093860	0.0021973	3.4515	0.28973	17.015	18.433	77.496	43.345	131.04	202.63	1.2125	16.639	0.026594
286.63	49.037	18.950	0.052770	10.107	10.365	49.340	43.140	144.20	406.48	0.096944	76.900	0.093766	0.0021853	3.4606	0.28896	17.012	18.429	77.472	43.381	131.53	202.56	1.2112	16.653	0.026654
286.71	49.127	18.936	0.052809	10.115	10.375	49.372	43.152	144.52	405.72	0.097400	76.778	0.093672	0.0021733	3.4698	0.28820	17.009	18.425	77.448	43.418	132.03	202.50	1.2100	16.668	0.026715
286.78	49.217	18.922	0.052849	10.124	10.385	49.403	43.164	144.84	404.97	0.097859	76.656	0.093577	0.0021613	3.4790	0.28744	17.005	18.420	77.423	43.454	132.53	202.43	1.2087	16.682	0.026776
286.86	49.306	18.908	0.052888	10.133	10.394	49.435	43.175	145.17	404.21	0.098319	76.535	0.093483	0.0021493	3.4881	0.28669	17.002	18.416	77.399	43.490	133.03	202.37	1.2074	16.696	0.026837
286.93	49.396	18.894	0.052927	10.142	10.404	49.467	43.187	145.49	403.46	0.098782	76.413	0.093389	0.0021374	3.4973	0.28593	16.999	18.411	77.375	43.527	133.54	202.30	1.2061	16.710	0.026899
287.01	49.486	18.880	0.052967	10.151	10.413	49.499	43.199	145.82	402.71	0.099246	76.292	0.093296	0.0021255	3.5066	0.28518	16.996	18.407	77.350	43.563	134.05	202.23	1.2048	16.725	0.026961
287.08	49.575	18.866	0.053007	10.160	10.423	49.531	43.211	146.15	401.95	0.099713	76.170	0.093202	0.0021137	3.5158	0.28443	16.992	18.402	77.326	43.600	134.56	202.17	1.2035	16.739	0.027023
287.16	49.665	18.851	0.053046	10.169	10.433	49.562	43.223	146.48	401.20	0.10018	76.049	0.093108	0.0021018	3.5251	0.28368	16.989	18.398	77.301	43.636	135.08	202.10	1.2022	16.753	0.027086
287.23	49.754	18.837	0.053086	10.178	10.442	49.594	43.235	146.82	400.45	0.10065	75.928	0.093015	0.0020900	3.5344	0.28293	16.986	18.393	77.277	43.673	135.60	202.04	1.2009	16.768	0.027149
287.30	49.844	18.823	0.053126	10.187	10.452	49.626	43.247	147.16	399.70	0.10113	75.808	0.092922	0.0020783	3.5437	0.28219	16.982	18.389	77.252	43.710	136.13	201.97	1.1996	16.782	0.027212
287.38	49.934	18.809	0.053166	10.196	10.461	49.658	43.259	147.50	398.94	0.10160	75.687	0.092829	0.0020665	3.5530	0.28145	16.979	18.384	77.228	43.747	136.66	201.90	1.1983	16.797	0.027276
287.45	50.023	18.795	0.053206	10.205	10.471	49.689	43.271	147.84	398.19	0.10208	75.567	0.092736	0.0020548	3.5624	0.28071	16.976	18.380	77.203	43.784	137.19	201.84	1.1970	16.811	0.027340
287.53	50.113	18.781	0.053247	10.214	10.481	49.721	43.283	148.19	397.44	0.10256	75.446	0.092643	0.0020431	3.5718	0.27997	16.972	18.375	77.179	43.821	137.73	201.77	1.1957	16.826	0.027404
287.60	50.203	18.766	0.053287	10.223	10.490	49.753	43.295	148.53	396.69	0.10304	75.326	0.092550	0.0020315	3.5812	0.27924	16.969	18.371	77.154	43.858	138.27	201.71	1.1944	16.841	0.027469
287.68	50.292	18.752	0.053327	10.232	10.500	49.785	43.307	148.89	395.94	0.10352	75.206	0.092457	0.0020199	3.5906	0.27850	16.965	18.366	77.129	43.895	138.82	201.64	1.1931	16.855	0.027533
287.75	50.382	18.738	0.053368	10.240	10.509	49.816	43.320	149.24	395.19	0.10401	75.086	0.092365	0.0020083	3.6001	0.27777	16.962	18.362	77.105	43.933	139.37	201.57	1.1918	16.870	0.027599
287.82	50.471	18.724	0.053409	10.249	10.519	49.848	43.332	149.59	394.44	0.10450	74.966	0.092272	0.0019968	3.6095	0.27704	16.959	18.357	77.080	43.970	139.93	201.51	1.1905	16.885	0.027664
287.90	50.561	18.709	0.053449	10.258	10.529	49.880	43.344	149.95	393.69	0.10499	74.847	0.092180	0.0019852	3.6190	0.27632	16.955	18.352	77.055	44.008	140.49	201.44	1.1892	16.900	0.027730
287.97	50.651	18.695	0.053490	10.267	10.538	49.911	43.357	150.31	392.95	0.10548	74.727	0.092088	0.0019737	3.6286	0.27559	16.952	18.348	77.030	44.046	141.05	201.37	1.1879	16.915	0.027797
288.04	50.740	18.681	0.053531	10.276	10.548	49.943	43.369	150.68	392.20	0.10597	74.608	0.091996	0.0019623	3.6381	0.27487	16.948	18.343	77.006	44.084	141.62	201.31	1.1866	16.930	0.027863
288.12	50.830	18.666	0.053572	10.285	10.557	49.975	43.382	151.05	391.45	0.10647	74.489	0.091904	0.0019509	3.6477	0.27415	16.945	18.338	76.981	44.121	142.20	201.24	1.1853	16.945	0.027930
288.19	50.919	18.652	0.053614	10.294	10.567	50.007	43.395	151.42	390.70	0.10697	74.370	0.091812	0.0019395	3.6573	0.27343	16.941	18.334	76.956	44.159	142.77	201.17	1.1840	16.960	0.027997
288.26	51.009	18.638	0.053655	10.303	10.577	50.038	43.407	151.79	389.96	0.10747	74.251	0.091721	0.0019281	3.6669	0.27271	16.938	18.329	76.931	44.198	143.36	201.10	1.1827	16.975	0.028065
288.34	51.099	18.623	0.053697	10.312	10.586	50.070	43.420	152.16	389.21	0.10798	74.132	0.091629	0.0019167	3.6765	0.27200	16.934	18.324	76.906	44.236	143.94	201.04	1.1814	16.990	0.028133
288.41	51.188	18.609	0.053738	10.321	10.596	50.102	43.433	152.54	388.46	0.10848	74.013	0.091538	0.0019054	3.6862	0.27128	16.931	18.319	76.881	44.274	144.54	200.97	1.1801	17.005	0.028202
288.48	51.278	18.594	0.053780	10.330	10.606	50.133	43.446	152.92	387.72	0.10899	73.895	0.091447	0.0018942	3.6959	0.27057	16.927	18.315	76.856	44.313	145.13	200.90	1.1788	17.021	0.028270
288.55	51.368	18.580	0.053822	10.339	10.615	50.165	43.459	153.31	386.97	0.10950	73.776	0.091356	0.0018829	3.7056	0.26986	16.924	18.310	76.831	44.351	145.74	200.83	1.1775	17.036	0.028340
288.63	51.457	18.565	0.053864	10.348	10.625	50.197	43.472	153.69	386.22	0.11002	73.658	0.091265	0.0018717	3.7153	0.26915	16.920	18.305	76.806	44.390	146.34	200.77	1.1762	17.051	0.028409
288.70	51.547	18.551	0.053906	10.357	10.634	50.228	43.485	154.08	385.48	0.11053	73.540	0.091174	0.0018605	3.7251	0.26845	16.916	18.300	76.781	44.429	146.96	200.70	1.1749	17.067	0.028479
288.77	51.636	18.536	0.053948	10.365	10.644	50.260	43.498	154.48	384.73	0.11105	73.421	0.091083	0.0018493	3.7349	0.26774	16.913	18.295	76.756	44.467	147.57	200.63	1.1736	17.082	0.028549
288.84	51.726	18.522	0.053990	10.374	10.654	50.292	43.511	154.87	383.99	0.11157	73.303	0.090993	0.0018382	3.7447	0.26704	16.909	18.290	76.731	44.506	148.20	200.56	1.1723	17.098	0.028620
288.92	51.816	18.507	0.054033	10.383	10.663	50.324	43.524	155.27	383.24	0.11209	73.186	0.090902	0.0018271	3.7546	0.26634	16.905	18.286	76.706	44.546	148.82	200.49	1.1709	17.113	0.028691
288.99	51.905	18.493	0.054075	10.392	10.673	50.355	43.537	155.68	382.50	0.11262	73.068	0.090812	0.0018160	3.7644	0.26564	16.902	18.281	76.681	44.585	149.46	200.43	1.1696	17.129	0.028762
289.06	51.995	18.478	0.054118	10.401	10.683	50.387	43.551	156.08	381.75	0.11315	72.950	0.090722	0.0018050	3.7743	0.26495	16.898	18.276	76.655	44.624	150.10	200.36	1.1683	17.145	0.028834
289.13	52.085	18.464	0.054161	10.410	10.692	50.419	43.564	156.49	381.01	0.11368	72.833	0.090632	0.0017940	3.7842	0.26425	16.894	18.271	76.630	44.664	150.74	200.29	1.1670	17.160	0.028907
289.20	52.174	18.449	0.054204	10.419	10.702	50.450	43.578	156.91	380.27	0.11421	72.715	0.090542	0.0017830	3.7942	0.26356	16.891	18.266	76.605	44.703	151.39	200.22	1.1657	17.176	0.028979
289.27	52.264	18.434	0.054247	10.428	10.712	50.482	43.591	157.32	379.52	0.11475	72.598	0.090452	0.0017720	3.8042	0.26287	16.887	18.261	76.580	44.743	152.04	200.15	1.1644	17.192	0.029052
289.35	52.353	18.420	0.054290	10.437	10.721	50.514	43.605	157.74	378.78	0.11529	72.481	0.090363	0.0017611	3.8142	0.26218	16.883	18.256	76.554	44.783	152.70	200.08	1.1630	17.208	0.029126
289.42	52.443	18.405	0.054333	10.446	10.731	50.545	43.619	158.16	378.04	0.11583	72.364	0.090273	0.0017502	3.8242	0.26149	16.880	18.251	76.529	44.823	153.37	200.02	1.1617	17.224	0.029200
289.49	52.533	18.390	0.054377	10.455	10.740	50.577	43.632	158.59	377.29	0.11637	72.247	0.090184	0.0017393	3.8342	0.26081	16.876	18.246	76.503	44.863	154.04	199.95	1.1604	17.240	0.029274
289.56	52.622	18.376	0.054420	10.464	10.750	50.609	43.646	159.02	376.55	0.11692	72.130	0.090095	0.0017285	3.8443	0.26012	16.872	18.241	76.478	44.903	154.72	199.88	1.1591	17.256	0.029349
